                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                0.86506,                0.91996,                 1.2699,                0.81248,                0.74359,                0.79548,                0.50629,                 1.1702,                 1.3595,                 1.5573,              0.0012137,              0.0012137,              0.0012137
                    141,                0.93659,                 0.9534,                 1.3319,                0.72574,                0.74638,                 0.7442,                0.43621,                 1.2822,                 1.5599,                 1.7175,               0.001208,               0.001208,               0.001208
                    142,                0.84746,                0.89633,                 1.2702,                0.84239,                0.84615,                0.87013,                0.57367,                 1.0995,                 1.1637,                 1.5027,              0.0012023,              0.0012023,              0.0012023
                    143,                0.89423,                0.92654,                 1.2897,                0.75259,                0.79487,                0.81998,                0.51746,                 1.1494,                 1.1822,                 1.5233,              0.0011967,              0.0011967,              0.0011967
                    144,                0.89866,                0.91938,                 1.2769,                0.72949,                0.82051,                0.82446,                0.55426,                  1.108,                 1.2721,                 1.4704,               0.001191,               0.001191,               0.001191
                    145,                0.89518,                0.90616,                 1.2836,                0.69466,                0.78754,                0.77214,                0.50507,                 1.0632,                 1.3187,                 1.4248,              0.0011854,              0.0011854,              0.0011854
                    146,                0.87085,                0.89473,                  1.286,                0.76906,                0.83333,                0.82889,                0.55315,                 1.0819,                 1.1154,                 1.4546,              0.0011797,              0.0011797,              0.0011797
                    147,                0.81024,                0.84799,                 1.2496,                0.73564,                0.79487,                 0.8218,                0.52033,                 1.0949,                 1.1749,                 1.5061,              0.0011741,              0.0011741,              0.0011741
                    148,                0.88576,                0.89064,                 1.2833,                0.83191,                0.67949,                0.79862,                0.49185,                  1.133,                 1.1591,                 1.5294,              0.0011684,              0.0011684,              0.0011684
                    149,                0.87391,                0.86048,                 1.2841,                0.83107,                0.75687,                0.84651,                 0.5625,                  1.067,                 1.0418,                 1.4571,              0.0011627,              0.0011627,              0.0011627
                    150,                0.89134,                0.89655,                 1.2792,                0.75458,                0.80769,                 0.8261,                0.54473,                 1.1534,                  1.172,                 1.4951,              0.0011571,              0.0011571,              0.0011571
                    151,                0.83022,                0.87218,                 1.2344,                0.89664,                0.70513,                0.81895,                 0.4831,                 1.2353,                  1.341,                 1.6289,              0.0011514,              0.0011514,              0.0011514
                    152,                0.85823,                0.88681,                 1.2682,                0.89527,                0.75641,                0.85952,                0.55488,                  1.124,                 1.1558,                 1.4929,              0.0011458,              0.0011458,              0.0011458
                    153,                0.87656,                0.86732,                  1.263,                0.87877,                0.73077,                0.81268,                0.52904,                 1.1301,                  1.157,                 1.4864,              0.0011401,              0.0011401,              0.0011401
                    154,                0.87307,                0.86616,                   1.29,                0.78986,                0.75641,                0.79792,                0.50679,                  1.107,                 1.3352,                 1.5076,              0.0011345,              0.0011345,              0.0011345
                    155,                0.79358,                0.81183,                 1.2454,                0.80366,                0.78719,                0.82897,                0.53878,                 1.0714,                  1.257,                 1.4524,              0.0011288,              0.0011288,              0.0011288
                    156,                0.83566,                0.86045,                 1.2553,                0.88019,                0.75355,                0.82193,                0.53119,                 1.0981,                 1.1328,                 1.4631,              0.0011231,              0.0011231,              0.0011231
                    157,                0.84048,                0.85358,                 1.2679,                0.85046,                0.78205,                0.82604,                0.51201,                 1.1039,                 1.2331,                 1.4835,              0.0011175,              0.0011175,              0.0011175
                    158,                0.84287,                0.85848,                 1.2527,                0.79855,                0.81315,                0.84614,                0.55474,                 1.0599,                 1.0927,                 1.4257,              0.0011118,              0.0011118,              0.0011118
                    159,                0.83178,                0.85619,                 1.2509,                 0.8379,                0.70513,                0.81067,                 0.5196,                 1.1256,                 1.1386,                 1.5162,              0.0011062,              0.0011062,              0.0011062
                    160,                0.82165,                0.81554,                 1.2424,                 0.8667,                0.76923,                0.82857,                0.52767,                 1.1338,                 1.1382,                  1.512,              0.0011005,              0.0011005,              0.0011005
                    161,                0.82969,                0.83788,                 1.2504,                0.93367,                0.72194,                0.84661,                0.55802,                 1.1009,                 1.1105,                 1.5087,              0.0010949,              0.0010949,              0.0010949
                    162,                 0.8603,                0.85018,                 1.2747,                0.84292,                0.71795,                0.79578,                0.52799,                 1.1678,                  1.178,                 1.5394,              0.0010892,              0.0010892,              0.0010892
                    163,                0.84182,                0.89164,                 1.2562,                0.84871,                0.70513,                0.81069,                0.54899,                  1.073,                 1.1942,                  1.478,              0.0010835,              0.0010835,              0.0010835
                    164,                0.86272,                0.86989,                 1.2612,                0.87838,                0.73077,                0.81719,                0.55585,                 1.0724,                 1.2331,                 1.4541,              0.0010779,              0.0010779,              0.0010779
                    165,                0.86398,                0.85139,                 1.2793,                0.86379,                0.73175,                0.81792,                0.56616,                 1.0663,                 1.2033,                 1.4306,              0.0010722,              0.0010722,              0.0010722
                    166,                0.85563,                0.91048,                 1.2528,                0.74214,                0.83333,                 0.8146,                0.54301,                 1.0736,                 1.2053,                 1.4211,              0.0010666,              0.0010666,              0.0010666
                    167,                0.81462,                0.81729,                 1.2352,                0.86063,                0.79175,                0.83899,                 0.5677,                 1.0404,                 1.0857,                 1.4007,              0.0010609,              0.0010609,              0.0010609
                    168,                0.84699,                0.85889,                 1.2544,                0.84109,                0.67857,                0.78518,                0.51392,                   1.05,                 1.1835,                 1.4206,              0.0010553,              0.0010553,              0.0010553
                    169,                0.85005,                0.84066,                 1.2487,                0.79681,                0.75416,                 0.8069,                0.54197,                 1.0411,                 1.2076,                 1.4503,              0.0010496,              0.0010496,              0.0010496
                    170,                0.85348,                0.83549,                 1.2713,                0.90894,                0.76784,                0.85643,                0.56223,                 1.0382,                 1.2098,                 1.4226,              0.0010439,              0.0010439,              0.0010439
                    171,                0.82208,                0.80436,                 1.2484,                0.90853,                0.76413,                0.82072,                0.53408,                 1.1067,                 1.2417,                  1.458,              0.0010383,              0.0010383,              0.0010383
                    172,                0.82853,                0.85199,                 1.2372,                0.92006,                0.75641,                0.83245,                  0.585,                 1.0251,                 1.1731,                  1.382,              0.0010326,              0.0010326,              0.0010326
                    173,                0.82447,                0.81006,                 1.2521,                0.83591,                0.87179,                0.86137,                0.57598,                 1.0494,                 1.0455,                 1.4268,               0.001027,               0.001027,               0.001027
                    174,                0.83658,                0.83699,                 1.2469,                0.87947,                0.80769,                0.87683,                0.57996,                 1.0188,                 1.0596,                 1.3825,              0.0010213,              0.0010213,              0.0010213
                    175,                0.83814,                0.81857,                 1.2462,                0.81517,                0.78205,                0.83107,                0.56722,                  1.021,                  1.098,                 1.3995,              0.0010157,              0.0010157,              0.0010157
                    176,                0.82697,                0.83677,                 1.2411,                0.77712,                0.75998,                  0.801,                0.52136,                 1.1594,                 1.2373,                 1.5306,                0.00101,                0.00101,                0.00101
                    177,                0.82038,                0.82808,                 1.2283,                0.90624,                0.69231,                0.81213,                0.55116,                 1.0866,                 1.1673,                 1.4385,              0.0010043,              0.0010043,              0.0010043
                    178,                0.86689,                0.82185,                 1.2484,                0.79309,                0.83541,                0.84802,                0.58118,                 1.0563,                 1.0582,                 1.3959,             0.00099869,             0.00099869,             0.00099869
                    179,                0.79314,                0.81581,                 1.2388,                0.80591,                0.85179,                0.84755,                0.55938,                  1.086,                 1.1301,                 1.4231,             0.00099303,             0.00099303,             0.00099303
                    180,                0.81873,                0.83546,                 1.2365,                0.84156,                0.81718,                0.82276,                 0.5438,                 1.0519,                 1.1759,                 1.3999,             0.00098737,             0.00098737,             0.00098737
                    181,                0.77032,                0.75642,                  1.197,                0.85257,                0.74143,                0.78521,                0.53147,                 1.0399,                 1.3313,                 1.3904,             0.00098171,             0.00098171,             0.00098171
                    182,                0.80083,                 0.7884,                 1.2127,                0.86312,                0.73077,                 0.8137,                0.52946,                 1.0182,                  1.174,                  1.367,             0.00097606,             0.00097606,             0.00097606
                    183,                 0.8284,                 0.8071,                 1.2311,                0.89276,                0.74715,                0.83579,                0.57202,                0.97445,                0.99455,                 1.3335,              0.0009704,              0.0009704,              0.0009704
                    184,                0.75709,                0.72596,                 1.2008,                0.93645,                0.75568,                0.84931,                0.57871,                 1.0058,                 1.0555,                 1.3691,             0.00096474,             0.00096474,             0.00096474
                    185,                0.77899,                0.78575,                 1.2166,                0.81858,                0.85897,                0.87358,                0.58011,                 1.0337,                 1.0462,                 1.3888,             0.00095909,             0.00095909,             0.00095909
                    186,                 0.7802,                0.80825,                 1.2038,                0.88492,                0.78871,                0.86027,                0.56123,                 1.1306,                 1.0186,                 1.4615,             0.00095343,             0.00095343,             0.00095343
                    187,                0.79068,                0.79094,                 1.2184,                0.86746,                0.83916,                0.87444,                0.58059,                 1.0245,                0.94671,                   1.38,             0.00094777,             0.00094777,             0.00094777
                    188,                0.79243,                0.78918,                 1.2186,                0.75439,                0.82051,                0.81949,                0.54076,                  1.075,                 1.2193,                 1.4378,             0.00094211,             0.00094211,             0.00094211
                    189,                 0.8032,                0.78808,                 1.2315,                0.75661,                0.74359,                0.77744,                  0.525,                 1.1108,                 1.3216,                 1.4599,             0.00093646,             0.00093646,             0.00093646
                    190,                0.80546,                0.82582,                 1.2262,                0.78767,                0.79487,                0.77899,                0.50537,                 1.1015,                  1.226,                 1.4658,              0.0009308,              0.0009308,              0.0009308
                    191,                0.80507,                0.81063,                 1.2263,                0.86092,                0.84615,                0.86856,                0.59509,                  1.032,                0.96297,                 1.3957,             0.00092514,             0.00092514,             0.00092514
                    192,                0.78011,                  0.804,                 1.2298,                0.92233,                0.76128,                 0.8605,                0.57379,                 1.0541,                 1.0229,                 1.4405,             0.00091949,             0.00091949,             0.00091949
                    193,                0.80227,                0.82072,                 1.2283,                0.87989,                0.84531,                0.85638,                0.57387,                 1.0437,                 1.0277,                 1.4098,             0.00091383,             0.00091383,             0.00091383
                    194,                0.76592,                0.75496,                  1.206,                0.82152,                0.76923,                0.83153,                0.52519,                 1.0658,                  1.021,                 1.4645,             0.00090817,             0.00090817,             0.00090817
                    195,                0.75038,                0.72956,                  1.192,                0.81966,                0.81582,                0.84424,                0.57289,                  1.038,                0.99278,                 1.4201,             0.00090251,             0.00090251,             0.00090251
                    196,                0.75531,                0.77416,                 1.2012,                0.83492,                0.77816,                0.82178,                0.54496,                 1.0636,                 1.0293,                 1.4409,             0.00089686,             0.00089686,             0.00089686
                    197,                0.76304,                0.77106,                 1.1895,                0.72688,                0.76923,                0.80192,                0.51179,                 1.0204,                 1.0746,                 1.4091,              0.0008912,              0.0008912,              0.0008912
                    198,                0.76353,                0.77411,                 1.2121,                0.91761,                0.69231,                0.82493,                0.55599,                 1.0173,                 1.1858,                 1.3861,             0.00088554,             0.00088554,             0.00088554
                    199,                0.76331,                0.74197,                 1.1942,                0.87491,                0.73077,                0.81455,                0.56916,                0.99051,                 1.0606,                 1.3532,             0.00087989,             0.00087989,             0.00087989
                    200,                0.80638,                0.76815,                 1.2138,                0.86059,                0.79149,                0.82445,                0.56616,                 1.1049,                 1.1113,                 1.4558,             0.00087423,             0.00087423,             0.00087423
                    201,                0.78246,                0.78806,                 1.2105,                0.80679,                0.80307,                 0.8319,                0.56066,                 1.0469,                 1.1709,                 1.4097,             0.00086857,             0.00086857,             0.00086857
                    202,                0.73286,                0.74171,                 1.1912,                0.87297,                0.73077,                0.81499,                0.54246,                 1.0097,                 1.0499,                 1.3585,             0.00086291,             0.00086291,             0.00086291
                    203,                0.77284,                0.77486,                 1.1934,                0.76771,                 0.8051,                0.81989,                0.55863,                 1.0793,                 1.0616,                 1.4924,             0.00085726,             0.00085726,             0.00085726
                    204,                0.80056,                0.80298,                 1.2188,                0.91277,                0.80499,                0.84488,                0.59014,                 1.0178,                 1.0894,                 1.4187,              0.0008516,              0.0008516,              0.0008516
                    205,                0.76644,                0.75419,                 1.2088,                0.88422,                0.75641,                0.84528,                0.55801,                 1.1137,                 1.1865,                 1.4912,             0.00084594,             0.00084594,             0.00084594
                    206,                0.78208,                0.77578,                 1.1997,                0.93022,                0.80769,                0.83722,                0.56061,                 1.0259,                 1.0412,                  1.439,             0.00084029,             0.00084029,             0.00084029
                    207,                0.77515,                0.80202,                 1.2014,                0.87753,                0.82682,                0.85336,                0.58768,                 1.0014,                0.99258,                 1.3965,             0.00083463,             0.00083463,             0.00083463
                    208,                0.76046,                0.78604,                 1.1969,                0.79438,                0.84206,                0.85694,                0.58229,                0.99359,                 1.0874,                 1.3775,             0.00082897,             0.00082897,             0.00082897
                    209,                0.75795,                0.77397,                 1.1856,                0.89894,                0.79829,                0.84233,                0.58302,                 0.9905,                 1.1406,                 1.3807,             0.00082331,             0.00082331,             0.00082331
                    210,                0.77333,                0.77249,                 1.2264,                0.85055,                0.80266,                0.85793,                0.57101,                 1.0604,                 1.1002,                  1.433,             0.00081766,             0.00081766,             0.00081766
                    211,                0.75174,                0.73207,                 1.2041,                0.85159,                0.78205,                0.83754,                0.56505,                 1.0843,                 1.0543,                 1.4703,               0.000812,               0.000812,               0.000812
                    212,                0.72883,                0.71124,                  1.183,                 0.9204,                0.74359,                0.85835,                0.61432,                0.98014,                 1.0002,                 1.3513,             0.00080634,             0.00080634,             0.00080634
                    213,                0.75778,                0.74128,                 1.1958,                0.89388,                0.75592,                0.83716,                0.58451,                  0.986,                 1.1119,                 1.3855,             0.00080069,             0.00080069,             0.00080069
                    214,                 0.7664,                 0.7024,                 1.2025,                 0.9359,                0.74876,                0.84869,                0.54916,                 1.1003,                 1.1805,                 1.4592,             0.00079503,             0.00079503,             0.00079503
                    215,                 0.7723,                0.74193,                 1.2016,                0.78305,                0.83294,                0.83942,                0.58491,                0.98509,                 1.0702,                  1.356,             0.00078937,             0.00078937,             0.00078937
                    216,                0.75108,                 0.7251,                 1.1882,                0.85333,                0.78205,                0.84966,                0.59661,                0.98298,                0.98541,                 1.3434,             0.00078371,             0.00078371,             0.00078371
                    217,                0.73015,                0.72791,                 1.1785,                0.87143,                0.84615,                 0.8637,                0.57916,                 1.0453,                 1.0343,                 1.4432,             0.00077806,             0.00077806,             0.00077806
                    218,                0.74374,                0.73752,                 1.2018,                0.92113,                0.74871,                0.86263,                0.58739,                 1.0451,                 1.0432,                 1.4002,              0.0007724,              0.0007724,              0.0007724
                    219,                0.75576,                0.73083,                 1.1969,                0.84588,                0.83333,                0.84711,                0.58014,                0.99713,                 1.0621,                 1.3879,             0.00076674,             0.00076674,             0.00076674
                    220,                0.72391,                0.72688,                 1.1854,                0.78447,                0.83999,                 0.8607,                0.60448,                0.95575,                 1.0035,                 1.3576,             0.00076109,             0.00076109,             0.00076109
                    221,                0.74177,                0.73104,                 1.1873,                0.85967,                0.75641,                0.82357,                0.57415,                0.99593,                 1.0429,                 1.3897,             0.00075543,             0.00075543,             0.00075543
                    222,                0.75728,                0.78601,                 1.1936,                0.79283,                0.75641,                0.78334,                0.51443,                 1.0781,                 1.1573,                 1.4792,             0.00074977,             0.00074977,             0.00074977
                    223,                0.74608,                0.72943,                 1.1872,                0.86814,                0.84406,                  0.871,                0.58753,                 1.0187,                 1.0042,                 1.3703,             0.00074411,             0.00074411,             0.00074411
                    224,                0.74211,                0.72849,                 1.1749,                0.83388,                0.85897,                0.87932,                0.58951,                 1.0419,                0.98058,                 1.4349,             0.00073846,             0.00073846,             0.00073846
                    225,                0.76691,                0.69915,                 1.1838,                0.92645,                0.79487,                0.85857,                0.59384,                 1.0116,                0.99819,                  1.419,              0.0007328,              0.0007328,              0.0007328
                    226,                0.72201,                0.70174,                 1.1749,                 0.9016,                0.82231,                 0.8578,                 0.5849,                 1.0438,                 1.0402,                  1.453,             0.00072714,             0.00072714,             0.00072714
                    227,                0.75356,                0.71415,                 1.1899,                0.81204,                0.84615,                0.84496,                0.59206,                0.96927,                 1.0421,                 1.3475,             0.00072149,             0.00072149,             0.00072149
                    228,                0.74187,                0.70293,                 1.1784,                0.88502,                0.78951,                0.85193,                0.59204,                 1.0157,                 1.0737,                 1.3905,             0.00071583,             0.00071583,             0.00071583
                    229,                0.73735,                0.73674,                 1.1873,                0.88699,                0.74359,                  0.817,                0.56112,                 1.0185,                 1.1034,                 1.3792,             0.00071017,             0.00071017,             0.00071017
                    230,                0.73911,                0.71267,                 1.1859,                0.87995,                0.75641,                0.84244,                0.55494,                 1.0237,                 1.0368,                 1.4018,             0.00070451,             0.00070451,             0.00070451
                    231,                 0.7387,                 0.7372,                 1.1968,                0.87175,                0.83333,                0.86496,                0.59108,                 1.0202,                0.99173,                 1.3874,             0.00069886,             0.00069886,             0.00069886
                    232,                0.74676,                0.71393,                 1.1834,                0.85692,                0.84615,                0.85366,                 0.5794,                 1.0283,                0.99927,                 1.3998,              0.0006932,              0.0006932,              0.0006932
                    233,                0.74006,                0.73408,                 1.1873,                0.88295,                0.79487,                 0.8215,                0.54923,                 1.0187,                 1.0401,                 1.3897,             0.00068754,             0.00068754,             0.00068754
                    234,                0.73828,                0.71305,                 1.1832,                0.90688,                0.78205,                0.86265,                0.59161,                 1.0012,                 1.0421,                 1.3742,             0.00068189,             0.00068189,             0.00068189
                    235,                0.71734,                0.70377,                 1.1678,                0.91993,                0.79487,                0.87581,                0.58968,                0.98489,                 1.0616,                 1.3411,             0.00067623,             0.00067623,             0.00067623
                    236,                0.70486,                0.68092,                  1.167,                 0.9327,                0.78205,                0.85781,                 0.5678,                 1.0156,                 1.0667,                   1.38,             0.00067057,             0.00067057,             0.00067057
                    237,                0.73813,                0.70668,                 1.1739,                0.77505,                0.83931,                0.84677,                0.56215,                 1.0267,                 1.0721,                 1.4089,             0.00066491,             0.00066491,             0.00066491
                    238,                0.70281,                0.69744,                 1.1826,                0.86307,                0.80809,                0.85412,                0.56243,                  1.046,                 1.0386,                 1.4418,             0.00065926,             0.00065926,             0.00065926
                    239,                0.70047,                0.66314,                 1.1422,                0.85239,                0.82051,                0.84854,                0.58432,                 0.9956,                 1.0009,                 1.3617,              0.0006536,              0.0006536,              0.0006536
                    240,                0.72552,                0.66494,                 1.1699,                0.84944,                0.83333,                0.85179,                0.61931,                0.97405,                 1.0471,                  1.331,             0.00064794,             0.00064794,             0.00064794
                    241,                0.68883,                0.66708,                 1.1506,                0.86811,                0.84388,                0.87441,                0.61244,                0.99124,                0.96818,                 1.3564,             0.00064229,             0.00064229,             0.00064229
                    242,                0.73204,                 0.7154,                 1.1659,                0.82174,                0.82742,                 0.8616,                0.57004,                 1.0084,                0.97344,                 1.3772,             0.00063663,             0.00063663,             0.00063663
                    243,                0.72592,                0.69604,                 1.1689,                0.93483,                0.79487,                0.86274,                0.57998,                 1.0119,                 1.0236,                 1.3796,             0.00063097,             0.00063097,             0.00063097
                    244,                0.69193,                0.67968,                 1.1415,                0.95281,                0.77667,                0.86719,                0.59593,                0.93266,                 1.0004,                 1.3273,             0.00062531,             0.00062531,             0.00062531
                    245,                 0.6987,                0.68738,                 1.1631,                0.94765,                0.78205,                0.87153,                0.61019,                0.93722,                 0.9116,                 1.3235,             0.00061966,             0.00061966,             0.00061966
                    246,                 0.6991,                0.68423,                 1.1608,                 0.9274,                0.81887,                0.88684,                0.59536,                0.99313,                0.91803,                 1.3806,               0.000614,               0.000614,               0.000614
                    247,                0.73242,                0.69284,                 1.1718,                0.95896,                0.75641,                0.87771,                0.60506,                 0.9684,                 0.9621,                 1.3724,             0.00060834,             0.00060834,             0.00060834
                    248,                0.73455,                0.70241,                 1.1758,                0.81798,                0.80663,                0.86085,                0.59654,                 0.9821,                 1.0308,                 1.3887,             0.00060269,             0.00060269,             0.00060269
                    249,                0.75628,                0.71683,                 1.1883,                0.91952,                0.76923,                0.83081,                0.54857,                  1.007,                 1.1566,                 1.4028,             0.00059703,             0.00059703,             0.00059703
                    250,                0.73721,                0.68928,                  1.171,                0.98304,                 0.7431,                0.87192,                0.58359,                0.97289,                0.96864,                 1.3838,             0.00059137,             0.00059137,             0.00059137
                    251,                0.65583,                0.65566,                 1.1362,                0.96524,                0.71795,                0.85243,                0.58433,                0.97243,                 1.0769,                 1.3504,             0.00058571,             0.00058571,             0.00058571
                    252,                0.69366,                0.67197,                 1.1603,                0.86423,                0.81615,                0.86696,                0.59852,                0.98219,                0.96425,                 1.3717,             0.00058006,             0.00058006,             0.00058006
                    253,                0.69811,                0.67461,                 1.1609,                 0.8829,                0.84615,                0.88415,                0.62658,                0.98575,                0.95296,                  1.358,              0.0005744,              0.0005744,              0.0005744
                    254,                0.72059,                0.66465,                 1.1736,                 0.8802,                0.82051,                0.87269,                0.59045,                 1.0116,                 0.9961,                 1.4266,             0.00056874,             0.00056874,             0.00056874
                    255,                0.71671,                0.67453,                 1.1522,                0.94333,                0.85365,                0.88901,                0.62159,                 1.0327,                0.98855,                 1.4557,             0.00056309,             0.00056309,             0.00056309
                    256,                0.72017,                0.68035,                 1.1675,                0.85092,                0.83333,                0.87001,                0.58251,                 1.0437,                 1.1165,                 1.4174,             0.00055743,             0.00055743,             0.00055743
                    257,                0.70638,                0.67204,                 1.1553,                0.92395,                0.83333,                0.86548,                0.57627,                 1.0342,                 1.1177,                 1.4032,             0.00055177,             0.00055177,             0.00055177
                    258,                0.68782,                0.64688,                 1.1422,                0.89176,                0.85897,                0.87864,                0.61367,                 1.0085,                 1.0126,                 1.3901,             0.00054611,             0.00054611,             0.00054611
                    259,                0.69618,                0.70829,                  1.165,                0.88344,                 0.8746,                0.87433,                0.63111,                0.91522,                 1.0357,                 1.3078,             0.00054046,             0.00054046,             0.00054046
                    260,                0.67497,                0.66386,                 1.1497,                0.86715,                0.83688,                0.86992,                0.61608,                0.90037,                0.94908,                 1.3041,              0.0005348,              0.0005348,              0.0005348
                    261,                 0.7043,                0.66781,                 1.1478,                0.87113,                0.86669,                0.88333,                0.62642,                0.91844,                0.91708,                 1.3121,             0.00052914,             0.00052914,             0.00052914
                    262,                0.66425,                0.62734,                 1.1376,                 0.9191,                0.85897,                0.89828,                0.61455,                0.95552,                0.85648,                 1.3628,             0.00052349,             0.00052349,             0.00052349
                    263,                0.65652,                0.63289,                  1.144,                0.94152,                0.82564,                0.89458,                0.64112,                0.92541,                0.81461,                 1.3213,             0.00051783,             0.00051783,             0.00051783
                    264,                0.71285,                0.67807,                 1.1584,                0.89348,                0.88462,                0.89397,                0.63007,                0.94805,                0.83625,                 1.3143,             0.00051217,             0.00051217,             0.00051217
                    265,                0.67541,                0.66768,                 1.1389,                0.90659,                0.87179,                0.89727,                0.61954,                0.96116,                0.85612,                 1.3586,             0.00050651,             0.00050651,             0.00050651
                    266,                0.69258,                0.69301,                 1.1572,                0.92466,                0.78682,                0.86971,                 0.6204,                0.93375,                0.92428,                 1.3539,             0.00050086,             0.00050086,             0.00050086
                    267,                0.66992,                0.66791,                 1.1393,                0.89873,                0.83333,                 0.8711,                0.63169,                 0.9061,                0.92388,                 1.3115,              0.0004952,              0.0004952,              0.0004952
                    268,                0.66451,                0.63589,                 1.1496,                0.97015,                0.83322,                 0.8883,                0.64552,                0.93018,                0.85281,                 1.3147,             0.00048954,             0.00048954,             0.00048954
                    269,                0.68669,                0.66465,                 1.1274,                0.91817,                0.87179,                0.87684,                0.61016,                0.94646,                0.88284,                 1.3351,             0.00048389,             0.00048389,             0.00048389
                    270,                0.68754,                0.64872,                 1.1445,                0.91865,                0.86868,                0.87598,                0.59658,                0.97095,                0.92024,                 1.3808,             0.00047823,             0.00047823,             0.00047823
                    271,                0.66823,                0.64779,                 1.1593,                 0.9189,                0.87162,                 0.8954,                0.61821,                0.94747,                0.89601,                 1.3691,             0.00047257,             0.00047257,             0.00047257
                    272,                0.68625,                0.62395,                 1.1298,                0.88203,                0.87179,                0.90089,                0.61967,                0.95996,                0.89514,                  1.339,             0.00046691,             0.00046691,             0.00046691
                    273,                0.65671,                0.62087,                 1.1189,                 0.8795,                0.87179,                0.88742,                0.63643,                0.91463,                 0.8471,                 1.3003,             0.00046126,             0.00046126,             0.00046126
                    274,                0.66397,                0.65315,                 1.1298,                0.92707,                0.82051,                0.87366,                0.62926,                0.94193,                0.85457,                 1.3261,              0.0004556,              0.0004556,              0.0004556
                    275,                 0.6666,                0.62353,                  1.141,                0.91651,                0.84449,                0.87134,                 0.6199,                0.94815,                0.85106,                 1.3322,             0.00044994,             0.00044994,             0.00044994
                    276,                 0.6276,                0.59858,                 1.1242,                0.92779,                0.82362,                 0.8895,                0.62925,                0.96487,                0.81029,                 1.3536,             0.00044429,             0.00044429,             0.00044429
                    277,                0.67867,                0.65278,                 1.1333,                0.92653,                0.85897,                0.89402,                0.63339,                0.96502,                0.80602,                 1.3595,             0.00043863,             0.00043863,             0.00043863
                    278,                0.69303,                 0.6743,                 1.1371,                0.95465,                0.88462,                0.89288,                0.62326,                0.97689,                0.81907,                  1.356,             0.00043297,             0.00043297,             0.00043297
                    279,                0.67442,                0.63874,                 1.1389,                0.95071,                0.85897,                0.88408,                0.62442,                0.96689,                0.89707,                 1.3419,             0.00042731,             0.00042731,             0.00042731
                    280,                0.64552,                0.60088,                 1.1231,                0.94943,                0.85897,                0.87808,                0.62653,                0.92656,                0.95194,                 1.3055,             0.00042166,             0.00042166,             0.00042166
                    281,                0.61731,                0.60067,                 1.1124,                0.91574,                0.83333,                0.87126,                0.63952,                0.89562,                0.94575,                 1.2905,               0.000416,               0.000416,               0.000416
                    282,                0.65257,                 0.6274,                 1.1275,                0.91068,                0.85897,                0.88668,                0.64455,                0.88208,                0.84903,                 1.2703,             0.00041034,             0.00041034,             0.00041034
                    283,                0.64818,                0.61729,                 1.1234,                0.86701,                0.84615,                0.86398,                0.61914,                0.91008,                0.93119,                 1.3092,             0.00040469,             0.00040469,             0.00040469
                    284,                0.64539,                0.62193,                 1.1265,                0.93851,                0.85897,                0.88742,                0.61916,                 0.9392,                0.91759,                 1.3323,             0.00039903,             0.00039903,             0.00039903
                    285,                0.66453,                0.62275,                 1.1296,                0.91172,                0.85897,                0.88413,                0.63889,                0.92435,                0.86472,                 1.3176,             0.00039337,             0.00039337,             0.00039337
                    286,                 0.6438,                0.59766,                 1.1199,                0.93876,                0.85897,                0.88557,                0.62672,                0.95142,                0.93069,                 1.3431,             0.00038771,             0.00038771,             0.00038771
                    287,                0.64176,                0.60696,                 1.1071,                0.95764,                0.86946,                0.89067,                0.62975,                0.97841,                0.87447,                 1.3608,             0.00038206,             0.00038206,             0.00038206
                    288,                0.68636,                0.65925,                 1.1378,                 0.9262,                0.88462,                0.87655,                 0.6078,                0.99375,                0.84913,                 1.3846,              0.0003764,              0.0003764,              0.0003764
                    289,                0.64599,                0.60972,                 1.1227,                0.87227,                0.87551,                0.88618,                  0.625,                0.99295,                0.85663,                 1.3893,             0.00037074,             0.00037074,             0.00037074
                    290,                0.63955,                0.60888,                  1.104,                0.94738,                0.80769,                0.89139,                0.61455,                  1.029,                  0.898,                 1.4332,             0.00036509,             0.00036509,             0.00036509
                    291,                0.61648,                0.57735,                 1.0949,                 0.9419,                0.83138,                0.88735,                0.62553,                0.98408,                0.82912,                 1.3629,             0.00035943,             0.00035943,             0.00035943
                    292,                0.64532,                0.61218,                 1.1234,                0.93034,                0.85617,                0.90312,                0.64456,                0.95194,                0.77373,                 1.3269,             0.00035377,             0.00035377,             0.00035377
                    293,                0.65213,                0.61617,                 1.1069,                0.94233,                0.82051,                0.88953,                0.64175,                0.94518,                0.80151,                 1.3485,             0.00034811,             0.00034811,             0.00034811
                    294,                 0.6813,                0.62526,                 1.1348,                0.92748,                0.81978,                 0.8658,                0.62754,                 0.9462,                0.86615,                 1.3192,             0.00034246,             0.00034246,             0.00034246
                    295,                0.65345,                0.60187,                 1.1307,                0.87765,                0.85897,                0.88795,                0.62811,                0.93882,                0.89065,                 1.3242,              0.0003368,              0.0003368,              0.0003368
                    296,                0.63012,                 0.5832,                 1.1129,                 0.9075,                0.88054,                 0.8979,                0.62741,                0.93569,                0.86866,                 1.3339,             0.00033114,             0.00033114,             0.00033114
